date,location,code1,team1,code2,team2,goals1,goals2
2009-10-10,Oslo,nor,Norway,rsa,South Africa,1,0
2009-10-10,Vila Real St. Antonio,mlt,Malta,ang,Angola,1,2
2009-10-10,Cairo,kuw,Kuwait,jor,Jordan,2,1
2009-10-10,Chililabombwe,zam,Zambia,egy,Egypt,0,1
2009-10-10,Blantyre,mwi,Malawi,civ,Côte d'Ivoire,1,1
2009-10-10,Libreville,gab,Gabon,mar,Morocco,3,1
2009-10-10,Yaounde,cmr,Cameroon,tog,Togo,3,0
2009-10-10,Medellin,col,Colombia,chi,Chile,2,4
2009-10-10,Quito,ecu,Ecuador,uru,Uruguay,1,2
2009-10-10,Helsinki,fin,Finland,wal,Wales,2,1
2009-10-10,Mexico City,mex,Mexico,slv,El Salvador,4,1
2009-10-10,Puerto Ordaz,ven,Venezuela,par,Paraguay,1,2
2009-10-10,Luxembourg,lux,Luxembourg,sui,Switzerland,0,3
2009-10-10,Brest,blr,Belarus,kaz,Kazakhstan,4,0
2009-10-10,Riffa,bhr,Bahrain,nzl,New Zealand,0,0
2009-10-10,Dubai,uae,United Arab Emirates,ple,Palestine,1,1
2009-10-10,Podgorica,mne,Montenegro,geo,Georgia,2,1
2009-10-10,Buenos Aires,arg,Argentina,per,Peru,2,1
2009-10-10,Moscow,rus,Russia,ger,Germany,0,1
2009-10-10,Tallinn,est,Estonia,bih,Bosnia and Herzegovina,0,2
2009-10-10,Dnepropetrovsk,ukr,Ukraine,eng,England,1,0
2009-10-10,Yokohama,jpn,Japan,sco,Scotland,2,0
2009-10-10,Sydney,aus,Australia,ned,Netherlands,0,0
2009-10-10,Larnaca,cyp,Cyprus,bul,Bulgaria,4,1
2009-10-10,Dublin,irl,Republic of Ireland,ita,Italy,2,2
2009-10-10,Copenhagen,den,Denmark,swe,Sweden,1,0
2009-10-10,Vaduz,lie,Liechtenstein,aze,Azerbaijan,0,2
2009-10-10,San Pedro Sula,hon,Honduras,usa,USA,2,3
2009-10-10,Tibas,crc,Costa Rica,tri,Trinidad and Tobago,4,0
2009-10-10,Innsbruck,aut,Austria,ltu,Lithuania,2,1
2009-10-10,Belgrade,srb,Serbia,rou,Romania,5,0
2009-10-10,Bratislava,svk,Slovakia,svn,Slovenia,0,2
2009-10-10,Prague,cze,Czech Republic,pol,Poland,2,0
2009-10-10,Lisbon,por,Portugal,hun,Hungary,3,0
2009-10-10,Brussels,bel,Belgium,tur,Turkey,2,0
2009-10-10,Guingamp,fra,France,fro,Faroe Islands,5,0
2009-10-10,Tel Aviv,isr,Israel,mda,Moldova,3,1
2009-10-10,Yerevan,arm,Armenia,esp,Spain,1,2
2009-10-10,Athens,gre,Greece,lva,Latvia,5,2
2009-10-11,Skopje,mkd,FYR Macedonia,qat,Qatar,2,1
2009-10-11,La Paz,bol,Bolivia,bra,Brazil,2,1
2009-10-11,Cotonou,ben,Benin,gha,Ghana,1,0
2009-10-11,Rades,tun,Tunisia,ken,Kenya,1,0
2009-10-11,Abuja,nga,Nigeria,moz,Mozambique,1,0
2009-10-11,Accra,gui,Guinea,bfa,Burkina Faso,1,2
2009-10-11,Bamako,mli,Mali,sdn,Sudan,1,0
2009-10-11,Blida,alg,Algeria,rwa,Rwanda,3,1
2009-10-13,Le Mans,cgo,Congo,prk,Korea DPR,0,0
2009-10-13,Reykjavik,isl,Iceland,rsa,South Africa,1,0
2009-10-14,Olhao,ang,Angola,cmr,Cameroon,0,0
2009-10-14,Rades,tun,Tunisia,ksa,Saudi Arabia,0,1
2009-10-14,Lima,per,Peru,bol,Bolivia,1,0
2009-10-14,Andorra La Vella,and,Andorra,ukr,Ukraine,0,6
2009-10-14,Campo Grande,bra,Brazil,ven,Venezuela,0,0
2009-10-14,Hamburg,ger,Germany,fin,Finland,1,1
2009-10-14,Sannois Saint-Gratien,qat,Qatar,cod,Congo DR,2,2
2009-10-14,San Salvador,slv,El Salvador,hon,Honduras,0,1
2009-10-14,Dubai,uae,United Arab Emirates,jor,Jordan,3,1
2009-10-14,Dublin,irl,Republic of Ireland,mne,Montenegro,0,0
2009-10-14,Santiago De Chile,chi,Chile,ecu,Ecuador,1,0
2009-10-14,Melbourne,aus,Australia,oma,Oman,1,0
2009-10-14,Rifu,jpn,Japan,tog,Togo,5,0
2009-10-14,Guimaraes,por,Portugal,mlt,Malta,4,0
2009-10-14,Parma,ita,Italy,cyp,Cyprus,3,2
2009-10-14,Asuncion,par,Paraguay,col,Colombia,0,2
2009-10-14,Montevideo,uru,Uruguay,arg,Argentina,0,1
2009-10-14,Vaduz,lie,Liechtenstein,wal,Wales,0,2
2009-10-14,London,eng,England,blr,Belarus,3,0
2009-10-14,Basel,sui,Switzerland,isr,Israel,0,0
2009-10-14,Zenica,bih,Bosnia and Herzegovina,esp,Spain,2,5
2009-10-14,Seoul,kor,Korea Republic,sen,Senegal,2,0
2009-10-14,Washington Dc,usa,USA,crc,Costa Rica,2,2
2009-10-14,Port Of Spain,tri,Trinidad and Tobago,mex,Mexico,2,2
2009-10-14,Prague,cze,Czech Republic,nir,Northern Ireland,0,0
2009-10-14,Serravalle,smr,San Marino,svn,Slovenia,0,3
2009-10-14,Chorzow,pol,Poland,svk,Slovakia,0,1
2009-10-14,Copenhagen,den,Denmark,hun,Hungary,0,1
2009-10-14,Solna,swe,Sweden,alb,Albania,4,1
2009-10-14,Piatra-Neamt,rou,Romania,fro,Faroe Islands,3,1
2009-10-14,Marijampole,ltu,Lithuania,srb,Serbia,2,1
2009-10-14,Saint-Denis,fra,France,aut,Austria,3,1
2009-10-14,Sofia,bul,Bulgaria,geo,Georgia,6,2
2009-10-14,Baku,aze,Azerbaijan,rus,Russia,1,1
2009-10-14,Athens,gre,Greece,lux,Luxembourg,2,1
2009-10-14,Riga,lva,Latvia,mda,Moldova,3,2
2009-10-14,Bursa,tur,Turkey,arm,Armenia,2,0
2009-10-14,Astana,kaz,Kazakhstan,cro,Croatia,1,2
2009-10-14,Tallinn,est,Estonia,bel,Belgium,2,0
2009-10-17,Harare,zim,Zimbabwe,mri,Mauritius,3,0
2009-10-18,Bulawayo,com,Comoros,bot,Botswana,0,0
2009-10-18,Bulawayo,swz,Swaziland,sey,Seychelles,2,1
2009-10-19,Harare,zim,Zimbabwe,les,Lesotho,2,2
2009-10-20,Ho Chi Minh City,vie,Vietnam,tkm,Turkmenistan,1,0
2009-10-20,Bulawayo,bot,Botswana,swz,Swaziland,1,0
2009-10-20,Bulawayo,sey,Seychelles,com,Comoros,1,2
2009-10-21,Harare,mri,Mauritius,les,Lesotho,0,1
2009-10-22,Ho Chi Minh City,sin,Singapore,tkm,Turkmenistan,4,2
2009-10-22,Bulawayo,swz,Swaziland,com,Comoros,3,0
2009-10-22,Bulawayo,sey,Seychelles,bot,Botswana,0,2
2009-10-24,Ho Chi Minh City,vie,Vietnam,sin,Singapore,2,2
2009-10-25,Harare,mwi,Malawi,moz,Mozambique,0,1
2009-10-25,Harare,nam,Namibia,zam,Zambia,0,1
2009-10-26,Al Jahra,kuw,Kuwait,syr,Syria,1,0
2009-10-26,Bulawayo,zim,Zimbabwe,bot,Botswana,1,0
2009-10-28,Paramaribo,sur,Suriname,guy,Guyana,0,1
2009-10-29,Bulawayo,moz,Mozambique,zam,Zambia,0,2
2009-10-30,Paramaribo,guy,Guyana,ant,Netherlands Antilles,1,0
2009-11-01,Paramaribo,sur,Suriname,ant,Netherlands Antilles,1,1
2009-11-01,Harare,zim,Zimbabwe,zam,Zambia,3,1
2009-11-03,Cairo,kuw,Kuwait,ken,Kenya,5,0
2009-11-04,Santiago De Chile,chi,Chile,par,Paraguay,2,1
2009-11-04,Singapore,sin,Singapore,idn,Indonesia,3,1
2009-11-05,Aswan,egy,Egypt,tan,Tanzania,5,1
2009-11-06,Riffa,bhr,Bahrain,tog,Togo,5,1
2009-11-08,Kuwait City,kuw,Kuwait,chn,China PR,2,2
2009-11-08,Sana'A,yem,Yemen,tan,Tanzania,1,1
2009-11-08,Bangkok,tha,Thailand,syr,Syria,1,1
2009-11-10,Tehran,irn,Iran,isl,Iceland,1,0
2009-11-11,Sana'A,yem,Yemen,tan,Tanzania,2,1
2009-11-13,Rouen,par,Paraguay,qat,Qatar,0,2
2009-11-14,Madrid,esp,Spain,arg,Argentina,2,1
2009-11-14,Nelson Mandela Bay/Port Elizabeth,rsa,South Africa,jpn,Japan,0,0
2009-11-14,Cardiff,wal,Wales,sco,Scotland,3,0
2009-11-14,Esbjerg,den,Denmark,kor,Korea Republic,0,0
2009-11-14,Strumica,mkd,FYR Macedonia,can,Canada,3,0
2009-11-14,Tallinn,est,Estonia,alb,Albania,0,0
2009-11-14,Bratislava,svk,Slovakia,usa,USA,1,0
2009-11-14,Tegucigalpa,hon,Honduras,lva,Latvia,2,1
2009-11-14,Belfast,nir,Northern Ireland,srb,Serbia,0,1
2009-11-14,Luanda,ang,Angola,cgo,Congo,1,1
2009-11-14,Khobar,ksa,Saudi Arabia,blr,Belarus,1,1
2009-11-14,Maputo,moz,Mozambique,tun,Tunisia,1,0
2009-11-14,Lome,tog,Togo,gab,Gabon,1,0
2009-11-14,Fes,mar,Morocco,cmr,Cameroon,0,2
2009-11-14,Kigali,rwa,Rwanda,zam,Zambia,0,0
2009-11-14,Tashkent,uzb,Uzbekistan,mas,Malaysia,3,1
2009-11-14,Nairobi,ken,Kenya,nga,Nigeria,2,3
2009-11-14,Abidjan,civ,Côte d'Ivoire,gui,Guinea,3,0
2009-11-14,Ouagadougou,bfa,Burkina Faso,mwi,Malawi,1,0
2009-11-14,Beirut,lib,Lebanon,chn,China PR,0,2
2009-11-14,Warsaw,pol,Poland,rou,Romania,0,1
2009-11-14,Vinkovci,cro,Croatia,lie,Liechtenstein,5,0
2009-11-14,Geneva,sui,Switzerland,nor,Norway,0,1
2009-11-14,Muscat,oma,Oman,aus,Australia,1,2
2009-11-14,Tehran,irn,Iran,jor,Jordan,1,0
2009-11-14,Kuwait City,kuw,Kuwait,idn,Indonesia,2,1
2009-11-14,Hanoi,vie,Vietnam,syr,Syria,0,1
2009-11-14,Luxembourg,lux,Luxembourg,isl,Iceland,1,1
2009-11-14,Moscow,rus,Russia,svn,Slovenia,2,1
2009-11-14,Singapore,sin,Singapore,tha,Thailand,1,3
2009-11-14,Cairo,egy,Egypt,alg,Algeria,2,0
2009-11-14,Omdurman,sdn,Sudan,ben,Benin,1,2
2009-11-14,Wellington,nzl,New Zealand,bhr,Bahrain,1,0
2009-11-14,Doha,bra,Brazil,eng,England,1,0
2009-11-14,Tibas,crc,Costa Rica,uru,Uruguay,0,1
2009-11-14,Athens,gre,Greece,ukr,Ukraine,0,0
2009-11-14,Dublin,irl,Republic of Ireland,fra,France,0,1
2009-11-14,Lisbon,por,Portugal,bih,Bosnia and Herzegovina,1,0
2009-11-14,Ghent,bel,Belgium,hun,Hungary,3,0
2009-11-14,Pescara,ita,Italy,ned,Netherlands,0,0
2009-11-15,Al Ain City,irq,Iraq,aze,Azerbaijan,1,0
2009-11-15,Al Ain City,uae,United Arab Emirates,cze,Czech Republic,0,0
2009-11-15,Kumasi,gha,Ghana,mli,Mali,2,2
2009-11-17,Mangaung/Bloemfontein,rsa,South Africa,jam,Jamaica,0,0
2009-11-17,Zilina,svk,Slovakia,chi,Chile,1,2
2009-11-17,Muscat,oma,Oman,bra,Brazil,0,2
2009-11-17,Sedan,bel,Belgium,qat,Qatar,2,0
2009-11-18,Heerenveen,ned,Netherlands,par,Paraguay,0,0
2009-11-18,Vienna,aut,Austria,esp,Spain,1,5
2009-11-18,Luanda,ang,Angola,gha,Ghana,0,0
2009-11-18,Aarhus,den,Denmark,usa,USA,3,1
2009-11-18,Tehran,irn,Iran,mkd,FYR Macedonia,1,1
2009-11-18,London,kor,Korea Republic,srb,Serbia,0,1
2009-11-18,Miami Gardens,hon,Honduras,per,Peru,1,2
2009-11-18,Podgorica,mne,Montenegro,blr,Belarus,1,0
2009-11-18,Al Ain City,uae,United Arab Emirates,irq,Iraq,0,1
2009-11-18,Al Ain City,aze,Azerbaijan,cze,Czech Republic,2,0
2009-11-18,Aleppo,syr,Syria,vie,Vietnam,0,0
2009-11-18,Bydgoszcz,pol,Poland,can,Canada,1,0
2009-11-18,Kuala Lumpur,mas,Malaysia,uzb,Uzbekistan,1,3
2009-11-18,Riffa,bhr,Bahrain,yem,Yemen,4,0
2009-11-18,Hong Kong,hkg,Hong Kong,jpn,Japan,0,4
2009-11-18,Jakarta,idn,Indonesia,kuw,Kuwait,1,1
2009-11-18,Bangkok,tha,Thailand,sin,Singapore,0,1
2009-11-18,Paola,mlt,Malta,bul,Bulgaria,1,4
2009-11-18,Donetsk,ukr,Ukraine,gre,Greece,0,1
2009-11-18,Omdurman,alg,Algeria,egy,Egypt,1,0
2009-11-18,Gelsenkirchen,ger,Germany,civ,Côte d'Ivoire,2,2
2009-11-18,Zenica,bih,Bosnia and Herzegovina,por,Portugal,0,1
2009-11-18,Maribor,svn,Slovenia,rus,Russia,1,0
2009-11-18,Cesena,ita,Italy,swe,Sweden,1,0
2009-11-18,Montevideo,uru,Uruguay,crc,Costa Rica,1,1
2009-11-18,Saint-Denis,fra,France,irl,Republic of Ireland,1,1
2009-11-21,Lusaka,zam,Zambia,prk,Korea DPR,4,1
2009-11-22,Amman,jor,Jordan,irn,Iran,1,0
2009-11-22,Zhejiang,chn,China PR,lib,Lebanon,1,0
2009-11-28,Nairobi,ken,Kenya,zam,Zambia,0,2
2009-11-29,Nairobi,rwa,Rwanda,som,Somalia,1,0
2009-11-29,Mumias,uga,Uganda,tan,Tanzania,2,0
2009-11-29,Calcutta,nep,Nepal,bhu,Bhutan,2,1
2009-11-30,Nairobi,eth,Ethiopia,dji,Djibouti,5,0
2009-12-02,Nairobi,ken,Kenya,dji,Djibouti,2,0
2009-12-02,Nairobi,eth,Ethiopia,zam,Zambia,0,1
2009-12-02,Mumias,bdi,Burundi,uga,Uganda,0,2
2009-12-03,Nairobi,rwa,Rwanda,eri,Eritrea,2,1
2009-12-04,Dhaka,ban,Bangladesh,bhu,Bhutan,4,1
2009-12-04,Dhaka,sri,Sri Lanka,pak,Pakistan,1,0
2009-12-04,Nairobi,dji,Djibouti,zam,Zambia,0,6
2009-12-04,Mumias,tan,Tanzania,bdi,Burundi,1,0
2009-12-05,Dhaka,mdv,Maldives,nep,Nepal,1,1
2009-12-05,Nairobi,ken,Kenya,eth,Ethiopia,2,0
2009-12-05,Nairobi,som,Somalia,eri,Eritrea,1,3
2009-12-05,Roseau,dma,Dominica,vgb,British Virgin Islands,4,0
2009-12-06,Dhaka,ban,Bangladesh,pak,Pakistan,0,0
2009-12-06,Dhaka,sri,Sri Lanka,bhu,Bhutan,6,0
2009-12-07,Dhaka,mdv,Maldives,afg,Afghanistan,3,1
2009-12-07,Nairobi,ken,Kenya,uga,Uganda,0,1
2009-12-08,Dhaka,ban,Bangladesh,sri,Sri Lanka,2,1
2009-12-08,Dhaka,pak,Pakistan,bhu,Bhutan,7,0
2009-12-08,Nairobi,tan,Tanzania,eri,Eritrea,4,0
2009-12-09,Dhaka,afg,Afghanistan,nep,Nepal,0,3
2009-12-10,Nairobi,rwa,Rwanda,tan,Tanzania,2,1
2009-12-11,Dhaka,mdv,Maldives,sri,Sri Lanka,5,1
2009-12-13,Nairobi,uga,Uganda,rwa,Rwanda,2,0
2009-12-16,Kuwait City,kuw,Kuwait,uae,United Arab Emirates,0,0
2009-12-19,Songo,moz,Mozambique,mwi,Malawi,0,1
2009-12-27,Doha,prk,Korea DPR,mli,Mali,1,0
2009-12-28,Johannesburg,zam,Zambia,moz,Mozambique,1,0
2009-12-28,Doha,qat,Qatar,irn,Iran,3,2
2009-12-29,Cairo,egy,Egypt,mwi,Malawi,1,1
2009-12-30,Sana'A,yem,Yemen,tjk,Tajikistan,2,1
2009-12-30,Jinan,chn,China PR,jor,Jordan,2,2
2009-12-30,Vila Real St. Antonio,ang,Angola,est,Estonia,0,1
2009-12-30,Doha,mli,Mali,irn,Iran,2,1
2009-12-30,Doha,qat,Qatar,prk,Korea DPR,0,1
2009-12-31,Singapore,sin,Singapore,oma,Oman,1,4
2010-01-02,Sana'A,yem,Yemen,tjk,Tajikistan,0,1
2010-01-02,Doha,qat,Qatar,mli,Mali,0,0
2010-01-02,Doha,irn,Iran,prk,Korea DPR,1,0
2010-01-03,Vila Real St. Antonio,ang,Angola,gam,Gambia,1,1
2010-01-04,Dar Es Salaam,tan,Tanzania,civ,Côte d'Ivoire,0,1
2010-01-04,Dubai,egy,Egypt,mli,Mali,1,0
2010-01-05,Manzini,gha,Ghana,mwi,Malawi,0,0
2010-01-06,Cotonou,ben,Benin,lby,Libya,1,0
2010-01-06,Mangaung/Bloemfontein,gab,Gabon,moz,Mozambique,2,0
2010-01-06,Saida,lib,Lebanon,vie,Vietnam,1,1
2010-01-06,Sana'A,yem,Yemen,jpn,Japan,2,3
2010-01-06,Kuwait City,kuw,Kuwait,aus,Australia,2,2
2010-01-06,Riffa,bhr,Bahrain,hkg,Hong Kong,4,0
2010-01-06,Jakarta,idn,Indonesia,oma,Oman,1,2
2010-01-06,Dubai,uae,United Arab Emirates,mas,Malaysia,1,0
2010-01-06,Bangkok,tha,Thailand,jor,Jordan,0,0
2010-01-06,Zhejiang,chn,China PR,syr,Syria,0,0
2010-01-06,Singapore,sin,Singapore,irn,Iran,1,3
2010-01-07,Dar Es Salaam,rwa,Rwanda,civ,Côte d'Ivoire,0,2
2010-01-09,Johannesburg,zam,Zambia,kor,Korea Republic,4,2
2010-01-09,Nairobi,ken,Kenya,cmr,Cameroon,1,3
2010-01-09,Rades,tun,Tunisia,gam,Gambia,1,2
2010-01-10,Luanda,ang,Angola,mli,Mali,4,4
2010-01-11,Luanda,mwi,Malawi,alg,Algeria,3,0
2010-01-11,Cabinda,civ,Côte d'Ivoire,bfa,Burkina Faso,0,0
2010-01-12,Benguela,egy,Egypt,nga,Nigeria,3,1
2010-01-12,Benguela,moz,Mozambique,ben,Benin,2,2
2010-01-13,Lubango,cmr,Cameroon,gab,Gabon,0,1
2010-01-13,Lubango,zam,Zambia,tun,Tunisia,1,1
2010-01-14,Luanda,mli,Mali,alg,Algeria,0,1
2010-01-14,Luanda,ang,Angola,mwi,Malawi,2,0
2010-01-15,Sana'A,yem,Yemen,ken,Kenya,3,1
2010-01-15,Cabinda,civ,Côte d'Ivoire,gha,Ghana,3,1
2010-01-16,Kaohsiung,tpe,Chinese Taipei,phi,Philippines,0,0
2010-01-16,Benguela,nga,Nigeria,ben,Benin,1,0
2010-01-16,Benguela,egy,Egypt,moz,Mozambique,2,0
2010-01-17,Nakhon Ratchasima,tha,Thailand,sin,Singapore,1,0
2010-01-17,Nakhon Ratchasima,pol,Poland,den,Denmark,1,3
2010-01-17,Lubango,gab,Gabon,tun,Tunisia,0,0
2010-01-17,Hanoi,vie,Vietnam,chn,China PR,1,2
2010-01-17,Lubango,cmr,Cameroon,zam,Zambia,3,2
2010-01-18,Malaga,fin,Finland,kor,Korea Republic,0,2
2010-01-18,Cabinda,mli,Mali,mwi,Malawi,3,1
2010-01-18,Luanda,ang,Angola,alg,Algeria,0,0
2010-01-19,Luanda,bfa,Burkina Faso,gha,Ghana,0,1
2010-01-20,Seeb,oma,Oman,swe,Sweden,0,1
2010-01-20,Nakhon Ratchasima,tha,Thailand,pol,Poland,1,3
2010-01-20,Coquimbo,chi,Chile,pan,Panama,2,1
2010-01-20,Nakhon Ratchasima,den,Denmark,sin,Singapore,5,1
2010-01-20,Sana'A,yem,Yemen,bhr,Bahrain,3,0
2010-01-20,Lubango,nga,Nigeria,moz,Mozambique,3,0
2010-01-20,Benguela,egy,Egypt,ben,Benin,2,0
2010-01-21,Lubango,cmr,Cameroon,tun,Tunisia,2,2
2010-01-21,Benguela,gab,Gabon,zam,Zambia,1,2
2010-01-22,Malaga,lva,Latvia,kor,Korea Republic,0,1
2010-01-23,Carson,usa,USA,hon,Honduras,1,3
2010-01-23,Nakhon Ratchasima,pol,Poland,sin,Singapore,6,1
2010-01-23,Damascus,syr,Syria,swe,Sweden,1,1
2010-01-23,Nakhon Ratchasima,tha,Thailand,den,Denmark,0,3
2010-01-24,Luanda,ang,Angola,gha,Ghana,0,1
2010-01-24,Cabinda,civ,Côte d'Ivoire,alg,Algeria,2,3
2010-01-25,Benguela,egy,Egypt,cmr,Cameroon,3,1
2010-01-25,Lubango,zam,Zambia,nga,Nigeria,0,0
2010-01-26,San Juan,arg,Argentina,crc,Costa Rica,3,2
2010-01-27,Durban,rsa,South Africa,zim,Zimbabwe,3,0
2010-01-28,Luanda,gha,Ghana,nga,Nigeria,1,0
2010-01-28,Benguela,alg,Algeria,egy,Egypt,0,4
2010-01-30,Benguela,nga,Nigeria,alg,Algeria,1,0
2010-01-31,Kingston,jam,Jamaica,can,Canada,1,0
2010-01-31,Luanda,gha,Ghana,egy,Egypt,0,1
2010-02-02,Oita,jpn,Japan,ven,Venezuela,0,0
2010-02-06,Tokyo,jpn,Japan,chn,China PR,0,0
2010-02-07,Tokyo,kor,Korea Republic,hkg,Hong Kong,5,0
2010-02-10,Mar Del Plata,arg,Argentina,jam,Jamaica,2,1
2010-02-10,Tokyo,kor,Korea Republic,chn,China PR,0,3
2010-02-11,Tokyo,jpn,Japan,hkg,Hong Kong,3,0
2010-02-14,Tokyo,chn,China PR,hkg,Hong Kong,2,0
2010-02-14,Tokyo,jpn,Japan,kor,Korea Republic,1,3
2010-02-16,Colombo,tjk,Tajikistan,ban,Bangladesh,1,2
2010-02-16,Colombo,sri,Sri Lanka,mya,Myanmar,0,4
2010-02-17,Colombo,prk,Korea DPR,tkm,Turkmenistan,1,1
2010-02-18,Colombo,sri,Sri Lanka,tjk,Tajikistan,1,3
2010-02-18,Colombo,ban,Bangladesh,mya,Myanmar,1,2
2010-02-19,Al Ain City,kuw,Kuwait,syr,Syria,1,1
2010-02-19,Colombo,kgz,Kyrgyzstan,prk,Korea DPR,0,4
2010-02-20,Colombo,sri,Sri Lanka,ban,Bangladesh,3,0
2010-02-20,Colombo,tjk,Tajikistan,mya,Myanmar,3,0
2010-02-21,Colombo,tkm,Turkmenistan,kgz,Kyrgyzstan,1,0
2010-02-24,Tampa,usa,USA,slv,El Salvador,2,1
2010-02-24,San Francisco,mex,Mexico,bol,Bolivia,5,0
2010-02-24,Colombo,tjk,Tajikistan,tkm,Turkmenistan,0,2
2010-02-24,Colombo,prk,Korea DPR,mya,Myanmar,5,0
2010-02-25,Al Ain City,kuw,Kuwait,bhr,Bahrain,4,1
2010-02-25,Amman,jor,Jordan,aze,Azerbaijan,0,2
2010-02-27,Kuala Lumpur,mas,Malaysia,yem,Yemen,1,0
2010-02-27,Colombo,tjk,Tajikistan,mya,Myanmar,1,0
2010-02-27,Colombo,tkm,Turkmenistan,prk,Korea DPR,1,1
2010-03-02,London,irl,Republic of Ireland,bra,Brazil,0,2
2010-03-03,Toyota,jpn,Japan,bhr,Bahrain,2,0
2010-03-03,Brisbane,aus,Australia,idn,Indonesia,1,0
2010-03-03,Paris/Saint-Denis,fra,France,esp,Spain,0,2
2010-03-03,Amsterdam,ned,Netherlands,usa,USA,2,1
2010-03-03,Glasgow,sco,Scotland,cze,Czech Republic,1,0
2010-03-03,Munich,ger,Germany,arg,Argentina,0,1
2010-03-03,Pasadena,nzl,New Zealand,mex,Mexico,0,2
2010-03-03,Zilina,svk,Slovakia,nor,Norway,0,1
2010-03-03,Tbilisi,geo,Georgia,est,Estonia,2,1
2010-03-03,London,civ,Côte d'Ivoire,kor,Korea Republic,0,2
2010-03-03,Tirana,alb,Albania,nir,Northern Ireland,1,0
2010-03-03,Vienna,aut,Austria,den,Denmark,2,1
2010-03-03,Monte Carlo,ita,Italy,cmr,Cameroon,0,0
2010-03-03,Durban,rsa,South Africa,nam,Namibia,1,1
2010-03-03,GyöR,hun,Hungary,rus,Russia,1,1
2010-03-03,Ta'Qali,mlt,Malta,fin,Finland,1,2
2010-03-03,Istanbul,tur,Turkey,hon,Honduras,2,0
2010-03-03,Los Angeles,slv,El Salvador,gua,Guatemala,1,2
2010-03-03,Antalya,arm,Armenia,blr,Belarus,1,3
2010-03-03,Harare,zim,Zimbabwe,mwi,Malawi,2,1
2010-03-03,Mwanza,tan,Tanzania,uga,Uganda,2,3
2010-03-03,Abuja,nga,Nigeria,cod,Congo DR,5,2
2010-03-03,Tripoli,lby,Libya,mli,Mali,2,1
2010-03-03,Damascus,syr,Syria,lib,Lebanon,4,0
2010-03-03,Tehran,irn,Iran,tha,Thailand,1,0
2010-03-03,Maputo,moz,Mozambique,bot,Botswana,0,1
2010-03-03,Amman,jor,Jordan,sin,Singapore,2,1
2010-03-03,Volos,gre,Greece,sen,Senegal,0,2
2010-03-03,Sarajevo,bih,Bosnia and Herzegovina,gha,Ghana,2,1
2010-03-03,Tashkent,uzb,Uzbekistan,uae,United Arab Emirates,0,1
2010-03-03,Larnaca,cyp,Cyprus,isl,Iceland,0,0
2010-03-03,Antalya,kaz,Kazakhstan,mda,Moldova,0,1
2010-03-03,Hong Kong,hkg,Hong Kong,yem,Yemen,0,0
2010-03-03,Muscat,oma,Oman,kuw,Kuwait,0,0
2010-03-03,Barquisimeto,ven,Venezuela,pan,Panama,1,2
2010-03-03,Swansea,wal,Wales,swe,Sweden,0,1
2010-03-03,Luxembourg,lux,Luxembourg,aze,Azerbaijan,1,2
2010-03-03,London,eng,England,egy,Egypt,3,1
2010-03-03,St. Gall,sui,Switzerland,uru,Uruguay,1,3
2010-03-03,Warsaw,pol,Poland,bul,Bulgaria,2,0
2010-03-03,Maribor,svn,Slovenia,qat,Qatar,4,1
2010-03-06,Puerto La Cruz,ven,Venezuela,prk,Korea DPR,2,1
2010-03-17,Torreon,mex,Mexico,prk,Korea DPR,2,1
2010-03-21,Kopavogur,isl,Iceland,fro,Faroe Islands,2,0
2010-03-21,Windhoek,nam,Namibia,bot,Botswana,0,0
2010-03-24,Charlotte,mex,Mexico,isl,Iceland,0,0
2010-03-31,Temuco,chi,Chile,ven,Venezuela,0,0
2010-03-31,Asuncion,par,Paraguay,rsa,South Africa,1,1
2010-04-07,Osaka,jpn,Japan,srb,Serbia,0,3
2010-04-21,San Pedro Sula,hon,Honduras,ven,Venezuela,0,1
2010-04-22,Taunusstein-Wehen,rsa,South Africa,prk,Korea DPR,0,0
2010-04-28,Offenbach/Main,rsa,South Africa,jam,Jamaica,2,0
2010-05-05,Cutral Co,arg,Argentina,hai,Haiti,4,0
2010-05-05,Iquique,chi,Chile,tri,Trinidad and Tobago,2,0
2010-05-07,New York,mex,Mexico,ecu,Ecuador,0,0
2010-05-10,Chicago,mex,Mexico,sen,Senegal,1,0
2010-05-12,Sana'A,yem,Yemen,mwi,Malawi,1,0
2010-05-13,Aachen,ger,Germany,mlt,Malta,3,0
2010-05-13,Houston,mex,Mexico,ang,Angola,1,0
2010-05-15,Nyon,par,Paraguay,prk,Korea DPR,1,0
2010-05-16,Mexico City,mex,Mexico,chi,Chile,1,0
2010-05-16,Seoul,kor,Korea Republic,ecu,Ecuador,2,0
2010-05-16,Nelspruit,rsa,South Africa,tha,Thailand,4,0
2010-05-18,Sana'A,yem,Yemen,oma,Oman,0,1
2010-05-19,Brussels,bel,Belgium,bul,Bulgaria,2,1
2010-05-19,Ajaccio,gab,Gabon,tog,Togo,3,0
2010-05-19,Klagenfurt,aut,Austria,cro,Croatia,0,1
2010-05-20,Oranjestad,aru,Aruba,ven,Venezuela,0,3
2010-05-21,Tallinn,est,Estonia,fin,Finland,2,0
2010-05-21,Schwaz,cod,Congo DR,ksa,Saudi Arabia,0,2
2010-05-22,Harrison,tur,Turkey,cze,Czech Republic,2,1
2010-05-23,Osijek,cro,Croatia,wal,Wales,2,0
